prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
2000---2000-10-44.tsp---2000-959.tsp,morphed,4,2000,15.43,16.83,164.25,82.64,30.93
2000---2000-10-44.tsp---2000-959.tsp,morphed,5,2000,14.51,12.85,60.91,17.23,27.75
2000---2000-10-44.tsp---2000-959.tsp,morphed,6,2000,13.05,14.4,75.26,28.35,27.98
2000---2000-10-44.tsp---2000-959.tsp,morphed,7,2000,13.03,13.96,422.06,53.02,31.75
2000---2000-10-44.tsp---2000-959.tsp,morphed,8,2000,14.86,16.61,296.76,26.15,31.84
2000---2000-10-44.tsp---2000-959.tsp,morphed,9,2000,12.22,16.45,128.12,48.13,29.42
2000---2000-10-45.tsp---2000-708.tsp,morphed,0,2000,14.07,20.53,79.73,21.51,25.83
2000---2000-10-45.tsp---2000-708.tsp,morphed,1,2000,14.37,13.14,29.57,26.52,24.65
2000---2000-10-45.tsp---2000-708.tsp,morphed,2,2000,14.07,14.12,7.02,14.17,28.05
2000---2000-10-45.tsp---2000-708.tsp,morphed,3,2000,12.99,13.84,10.21,12.29,27.29
2000---2000-10-45.tsp---2000-708.tsp,morphed,4,2000,12.23,12.34,8.83,19.56,25.28
2000---2000-10-45.tsp---2000-708.tsp,morphed,5,2000,14.12,13.16,12.59,9.53,26.79
2000---2000-10-45.tsp---2000-708.tsp,morphed,6,2000,14.52,16.29,10.64,21.97,25.16
2000---2000-10-45.tsp---2000-708.tsp,morphed,7,2000,13.02,14.16,13.47,35.16,25.54
2000---2000-10-45.tsp---2000-708.tsp,morphed,8,2000,13.52,13.22,15.71,14.86,28.78
2000---2000-10-45.tsp---2000-708.tsp,morphed,9,2000,14.02,14.57,34.8,29.95,26.63
2000---2000-10-46.tsp---2000-220.tsp,morphed,0,2000,14.45,12.26,94.25,79.03,26.42
2000---2000-10-46.tsp---2000-220.tsp,morphed,1,2000,12.88,14.31,185.37,67.19,29.17
2000---2000-10-46.tsp---2000-220.tsp,morphed,2,2000,3600,66.35,33.81,186.61,30.77
2000---2000-10-46.tsp---2000-220.tsp,morphed,3,2000,12.62,17.35,74.2,89.97,29.81
2000---2000-10-46.tsp---2000-220.tsp,morphed,4,2000,12.2,13.64,30.97,89.78,73.69
2000---2000-10-46.tsp---2000-220.tsp,morphed,5,2000,3600,52.68,48.07,20.56,24.98
2000---2000-10-46.tsp---2000-220.tsp,morphed,6,2000,17.04,14.49,62.74,90.3,27.04
2000---2000-10-46.tsp---2000-220.tsp,morphed,7,2000,3600,29.7,197.83,525.34,26.3
2000---2000-10-46.tsp---2000-220.tsp,morphed,8,2000,3600,33.45,83.81,28.58,87.86
2000---2000-10-46.tsp---2000-220.tsp,morphed,9,2000,13.22,13.59,113.23,66.14,3600
2000---2000-10-47.tsp---2000-887.tsp,morphed,0,2000,12.82,15.35,352.94,1252.21,27.94
2000---2000-10-47.tsp---2000-887.tsp,morphed,1,2000,13.85,13.28,13.46,30.82,3600
2000---2000-10-47.tsp---2000-887.tsp,morphed,2,2000,3600,46.65,411.91,196.13,29.2
2000---2000-10-47.tsp---2000-887.tsp,morphed,3,2000,3600,32.03,1092.04,131.79,3600
2000---2000-10-47.tsp---2000-887.tsp,morphed,4,2000,12.29,13.21,1156.48,377.98,29.52
2000---2000-10-47.tsp---2000-887.tsp,morphed,5,2000,3600,27.83,1035.61,191.01,28.73
2000---2000-10-47.tsp---2000-887.tsp,morphed,6,2000,12.85,13.35,637.29,137.05,30.39
2000---2000-10-47.tsp---2000-887.tsp,morphed,7,2000,13.92,16.88,78.45,360.04,32.17
2000---2000-10-47.tsp---2000-887.tsp,morphed,8,2000,15.05,12.58,209.89,748.56,34.29
2000---2000-10-47.tsp---2000-887.tsp,morphed,9,2000,13.95,15.48,162.95,8.62,27.72
2000---2000-10-48.tsp---2000-104.tsp,morphed,0,2000,15.88,15.3,280.83,116.24,34.2
2000---2000-10-48.tsp---2000-104.tsp,morphed,1,2000,13.7,15.2,60.91,145.34,31.98
2000---2000-10-48.tsp---2000-104.tsp,morphed,2,2000,3600,62.05,62.23,1094.48,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,3,2000,3600,30.74,325.35,322.14,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,4,2000,3600,30.33,150.69,153.99,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,5,2000,14.14,12.59,332.68,382.84,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,6,2000,13.94,12.12,388.79,117.99,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,7,2000,16.58,14.4,256.53,108.65,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,8,2000,16.34,16.97,127.9,296.4,3600
2000---2000-10-48.tsp---2000-104.tsp,morphed,9,2000,12.22,15.17,143.59,91.35,29.86
2000---2000-10-49.tsp---2000-298.tsp,morphed,0,2000,3600,28.37,11.34,7.43,25.18
2000---2000-10-49.tsp---2000-298.tsp,morphed,1,2000,3600,28.01,8.12,8.39,23.98
2000---2000-10-49.tsp---2000-298.tsp,morphed,2,2000,11.83,13.38,10.66,10,24.47
2000---2000-10-49.tsp---2000-298.tsp,morphed,3,2000,3600,27.51,8.03,8.97,24.74
2000---2000-10-49.tsp---2000-298.tsp,morphed,4,2000,13.26,11.72,12.2,10.01,27.56
2000---2000-10-49.tsp---2000-298.tsp,morphed,5,2000,14.23,12.21,5.61,8.51,3600
2000---2000-10-49.tsp---2000-298.tsp,morphed,6,2000,3600,24.74,5.24,7.47,26.92
2000---2000-10-49.tsp---2000-298.tsp,morphed,7,2000,11.58,11.27,8.26,10.41,28.12
2000---2000-10-49.tsp---2000-298.tsp,morphed,8,2000,13.73,12.77,7.83,6.66,27.14
2000---2000-10-49.tsp---2000-298.tsp,morphed,9,2000,3600,27.78,6.34,6.81,3600
2000---2000-10-5.tsp---2000-899.tsp,morphed,0,2000,13.39,15.09,82.35,67.31,29.05
2000---2000-10-5.tsp---2000-899.tsp,morphed,1,2000,12.4,12.99,32.83,71.12,33.15
2000---2000-10-5.tsp---2000-899.tsp,morphed,2,2000,14.27,16.56,42.83,106.32,31.12
2000---2000-10-5.tsp---2000-899.tsp,morphed,3,2000,15.84,13.01,147.36,13.85,35.29
2000---2000-10-5.tsp---2000-899.tsp,morphed,4,2000,14.28,14.59,82.68,59.14,3600
2000---2000-10-5.tsp---2000-899.tsp,morphed,5,2000,3600,32.81,12.75,18.27,3600
2000---2000-10-5.tsp---2000-899.tsp,morphed,6,2000,12.59,13.81,108.33,70.13,30.2
2000---2000-10-5.tsp---2000-899.tsp,morphed,7,2000,16,17.39,57.79,14.95,33.64
2000---2000-10-5.tsp---2000-899.tsp,morphed,8,2000,16.23,15.69,80.31,52.27,3600
2000---2000-10-5.tsp---2000-899.tsp,morphed,9,2000,16.24,12.99,18.95,40.83,3600
2000---2000-10-50.tsp---2000-218.tsp,morphed,0,2000,14.45,13.18,158.95,1519.21,30.75
2000---2000-10-50.tsp---2000-218.tsp,morphed,1,2000,15.16,13.61,2509.65,2307.42,27.54
2000---2000-10-50.tsp---2000-218.tsp,morphed,2,2000,14.56,15.24,2445.6,2940.73,3600
2000---2000-10-50.tsp---2000-218.tsp,morphed,3,2000,12.84,12.53,1386.19,628.06,29.42
2000---2000-10-50.tsp---2000-218.tsp,morphed,4,2000,12.36,14.9,3575.86,2716,27.11
2000---2000-10-50.tsp---2000-218.tsp,morphed,5,2000,12.84,15.02,1547.76,489.66,3600
2000---2000-10-50.tsp---2000-218.tsp,morphed,6,2000,12.73,13.53,66.25,2880.23,3600
2000---2000-10-50.tsp---2000-218.tsp,morphed,7,2000,13.67,16.44,3519.25,74.67,25.78
2000---2000-10-50.tsp---2000-218.tsp,morphed,8,2000,11.8,14.35,3048.2,2305.16,27.32
2000---2000-10-50.tsp---2000-218.tsp,morphed,9,2000,11.59,11.95,2648.54,2212.07,27.31
2000---2000-10-6.tsp---2000-387.tsp,morphed,0,2000,3600,45.58,14.19,456.57,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,1,2000,3600,29.45,105.09,155.58,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,2,2000,3600,63.46,83.09,240.94,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,3,2000,12.66,13.06,88.9,73.82,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,4,2000,12.69,13.32,1378.26,21.16,27.14
2000---2000-10-6.tsp---2000-387.tsp,morphed,5,2000,3600,30.58,37.17,43.87,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,6,2000,15.38,13.45,624.32,320.61,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,7,2000,3600,152.72,119.05,12.58,3600
2000---2000-10-6.tsp---2000-387.tsp,morphed,8,2000,3600,33.21,142.04,575.93,29.68
2000---2000-10-6.tsp---2000-387.tsp,morphed,9,2000,3600,28.16,708.9,100.04,3600
2000---2000-10-7.tsp---2000-767.tsp,morphed,0,2000,14.36,13.27,17.42,53.1,26.51
2000---2000-10-7.tsp---2000-767.tsp,morphed,1,2000,12.22,13.85,27.05,26.58,28.48
2000---2000-10-7.tsp---2000-767.tsp,morphed,2,2000,13.9,16.52,20.47,37.27,27.44
2000---2000-10-7.tsp---2000-767.tsp,morphed,3,2000,13.03,15.65,15.31,30.88,26.48
2000---2000-10-7.tsp---2000-767.tsp,morphed,4,2000,12.79,14.83,34.7,20.51,3600
2000---2000-10-7.tsp---2000-767.tsp,morphed,5,2000,14.34,15.83,62.36,80.23,3600
2000---2000-10-7.tsp---2000-767.tsp,morphed,6,2000,15.8,14.48,15.83,133.1,26.63
2000---2000-10-7.tsp---2000-767.tsp,morphed,7,2000,11.92,12.93,14.57,32.71,28.26
2000---2000-10-7.tsp---2000-767.tsp,morphed,8,2000,12.19,14.29,83.56,55.31,28.48
2000---2000-10-7.tsp---2000-767.tsp,morphed,9,2000,13.95,16.79,9.91,109.51,26.24
2000---2000-10-8.tsp---2000-615.tsp,morphed,0,2000,14.48,17.43,3600,2198.57,3600
2000---2000-10-8.tsp---2000-615.tsp,morphed,1,2000,15.2,11.69,753.55,3600,24.41
2000---2000-10-8.tsp---2000-615.tsp,morphed,2,2000,13.74,12.44,1974.3,3600,24.39
2000---2000-10-8.tsp---2000-615.tsp,morphed,3,2000,12.68,13.77,3600,3600,25.51
2000---2000-10-8.tsp---2000-615.tsp,morphed,4,2000,14.48,12.26,3600,3600,3600
2000---2000-10-8.tsp---2000-615.tsp,morphed,5,2000,13.2,11.62,3600,2183.78,27.64
2000---2000-10-8.tsp---2000-615.tsp,morphed,6,2000,12.93,12.58,1635.09,3600,3600
2000---2000-10-8.tsp---2000-615.tsp,morphed,7,2000,3600,29.42,3600,3600,3600
2000---2000-10-8.tsp---2000-615.tsp,morphed,8,2000,15.88,15.6,3600,3600,3600
2000---2000-10-8.tsp---2000-615.tsp,morphed,9,2000,12.96,14.32,3600,3600,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,0,2000,14.95,17.75,14.47,13,29.17
2000---2000-10-9.tsp---2000-40.tsp,morphed,1,2000,14.57,15.07,31.57,21.96,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,2,2000,3600,55.62,13.37,32.16,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,3,2000,14.73,15.94,12.02,23.6,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,4,2000,3600,32.54,11.33,10.94,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,5,2000,15.85,17.54,12.63,28.17,27.55
2000---2000-10-9.tsp---2000-40.tsp,morphed,6,2000,18.92,16.52,30.12,14.13,30.34
2000---2000-10-9.tsp---2000-40.tsp,morphed,7,2000,15.03,17.65,19.08,12.48,3600
2000---2000-10-9.tsp---2000-40.tsp,morphed,8,2000,15.73,16.89,10.02,13.23,28.12
2000---2000-10-9.tsp---2000-40.tsp,morphed,9,2000,13.47,14.47,13.35,6.49,3600
2000---2000-2-1.tsp---2000-856.tsp,morphed,0,2000,3600,110.43,3600,3600,3600
2000---2000-2-1.tsp---2000-856.tsp,morphed,1,2000,3600,38.34,3600,2793.37,3600
2000---2000-2-1.tsp---2000-856.tsp,morphed,2,2000,3600,62.14,3600,436.86,3600
2000---2000-2-1.tsp---2000-856.tsp,morphed,3,2000,19.78,20.68,3600,3600,33.29
2000---2000-2-1.tsp---2000-856.tsp,morphed,4,2000,3600,48.2,604.52,18.54,29.89
2000---2000-2-1.tsp---2000-856.tsp,morphed,5,2000,20.65,19.41,3600,3360.42,31.45
2000---2000-2-1.tsp---2000-856.tsp,morphed,6,2000,20.99,20.61,3600,1900.73,32
2000---2000-2-1.tsp---2000-856.tsp,morphed,7,2000,3600,44.3,3600,3386.14,3600
2000---2000-2-1.tsp---2000-856.tsp,morphed,8,2000,17.47,18.12,3600,3600,37.49
2000---2000-2-1.tsp---2000-856.tsp,morphed,9,2000,19.43,17.78,3600,1428.13,47.55
2000---2000-2-10.tsp---2000-935.tsp,morphed,0,2000,18.35,49.55,259.41,135.55,33.27
2000---2000-2-10.tsp---2000-935.tsp,morphed,1,2000,19.14,20.3,95.88,9.82,34.29
2000---2000-2-10.tsp---2000-935.tsp,morphed,2,2000,24.5,17.86,470.69,124.19,39.76
2000---2000-2-10.tsp---2000-935.tsp,morphed,3,2000,20.6,18.52,392.19,199.47,34.93
2000---2000-2-10.tsp---2000-935.tsp,morphed,4,2000,18.96,19.15,439.64,230.09,33.69
2000---2000-2-10.tsp---2000-935.tsp,morphed,5,2000,17.33,19.29,124.4,311.56,33.34
2000---2000-2-10.tsp---2000-935.tsp,morphed,6,2000,18.64,16.55,541.41,527.07,33.36
2000---2000-2-10.tsp---2000-935.tsp,morphed,7,2000,18.82,22.57,103.05,22.21,42.69
2000---2000-2-10.tsp---2000-935.tsp,morphed,8,2000,17.31,19.72,192.46,284.33,31.07
2000---2000-2-10.tsp---2000-935.tsp,morphed,9,2000,15.63,20.24,133.31,40.82,32.11
2000---2000-2-11.tsp---2000-459.tsp,morphed,0,2000,19.04,20.71,1376.75,1120.89,38.71
2000---2000-2-11.tsp---2000-459.tsp,morphed,1,2000,17.86,19.62,492.66,1916.61,3600
2000---2000-2-11.tsp---2000-459.tsp,morphed,2,2000,17.07,16.96,469.73,1350.81,33.52
2000---2000-2-11.tsp---2000-459.tsp,morphed,3,2000,314.61,42.98,2125.56,191.01,54.65
2000---2000-2-11.tsp---2000-459.tsp,morphed,4,2000,18.29,19.96,2325.52,32.2,3600
2000---2000-2-11.tsp---2000-459.tsp,morphed,5,2000,18.66,17.13,3600,98.12,3600
2000---2000-2-11.tsp---2000-459.tsp,morphed,6,2000,18.62,20.18,2595.47,1643.66,34.14
2000---2000-2-11.tsp---2000-459.tsp,morphed,7,2000,18.66,18.2,157.46,1372.79,33.45
2000---2000-2-11.tsp---2000-459.tsp,morphed,8,2000,3600,37.96,3600,2593.48,33.81
2000---2000-2-11.tsp---2000-459.tsp,morphed,9,2000,3600,62.68,242.08,639.92,3600
2000---2000-2-12.tsp---2000-738.tsp,morphed,0,2000,3600,33.5,11.29,8.05,30.95
2000---2000-2-12.tsp---2000-738.tsp,morphed,1,2000,3600,38.57,10.84,7.93,30.71
2000---2000-2-12.tsp---2000-738.tsp,morphed,2,2000,3600,40.24,8.84,42.96,33.14
2000---2000-2-12.tsp---2000-738.tsp,morphed,3,2000,3600,53.52,7.61,7.36,43.08
2000---2000-2-12.tsp---2000-738.tsp,morphed,4,2000,3600,36.41,9.23,13.8,32.1
2000---2000-2-12.tsp---2000-738.tsp,morphed,5,2000,16.79,16.62,9.17,9.81,30.89
2000---2000-2-12.tsp---2000-738.tsp,morphed,6,2000,3600,39.74,53.08,12.78,30.68
2000---2000-2-12.tsp---2000-738.tsp,morphed,7,2000,14.8,20.2,12.77,14.34,31.26
2000---2000-2-12.tsp---2000-738.tsp,morphed,8,2000,3600,40.25,8.76,12.91,28.05
2000---2000-2-12.tsp---2000-738.tsp,morphed,9,2000,3600,42.72,6.93,7.71,29.67
2000---2000-2-13.tsp---2000-73.tsp,morphed,0,2000,25.63,29.43,3600,3600,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,1,2000,21.46,27.76,67.9,3600,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,2,2000,3600,51.2,3600,2564.96,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,3,2000,18.96,17.65,3600,3600,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,4,2000,3600,139.1,1644.2,58.67,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,5,2000,3600,86.97,3600,1424.72,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,6,2000,3600,146,439.35,2824.11,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,7,2000,3600,47.45,3600,160.7,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,8,2000,24.31,25.57,2562.81,1704.05,3600
2000---2000-2-13.tsp---2000-73.tsp,morphed,9,2000,22.93,22.22,26.05,283.27,37.23
2000---2000-2-14.tsp---2000-302.tsp,morphed,0,2000,3600,66.03,121.07,6.63,36.26
2000---2000-2-14.tsp---2000-302.tsp,morphed,1,2000,3600,50.28,844.16,60.61,34.15
2000---2000-2-14.tsp---2000-302.tsp,morphed,2,2000,24.96,29.16,8.75,11.38,38.88
2000---2000-2-14.tsp---2000-302.tsp,morphed,3,2000,21.96,21.43,55,22.3,32.13
2000---2000-2-14.tsp---2000-302.tsp,morphed,4,2000,25.97,24.48,225.49,160.67,42.89
2000---2000-2-14.tsp---2000-302.tsp,morphed,5,2000,3600,46.04,431.79,67.14,3600
2000---2000-2-14.tsp---2000-302.tsp,morphed,6,2000,3600,52.79,10.06,10.74,39.42
2000---2000-2-14.tsp---2000-302.tsp,morphed,7,2000,23.85,20.22,17.22,288.63,36.4
2000---2000-2-14.tsp---2000-302.tsp,morphed,8,2000,3600,43.43,16.62,236.77,37.96
2000---2000-2-14.tsp---2000-302.tsp,morphed,9,2000,3600,49.58,174.21,162,48.72
2000---2000-2-15.tsp---2000-597.tsp,morphed,0,2000,19.5,23.23,42.95,21.81,37.63
2000---2000-2-15.tsp---2000-597.tsp,morphed,1,2000,20.19,19.43,13.7,53.55,3600
2000---2000-2-15.tsp---2000-597.tsp,morphed,2,2000,3600,195.82,85.09,189.44,3600
2000---2000-2-15.tsp---2000-597.tsp,morphed,3,2000,3600,47.34,42.74,59.96,38.14
2000---2000-2-15.tsp---2000-597.tsp,morphed,4,2000,3600,36.87,31.29,428,3600
2000---2000-2-15.tsp---2000-597.tsp,morphed,5,2000,3600,40.36,79.85,403.52,36.27
2000---2000-2-15.tsp---2000-597.tsp,morphed,6,2000,3600,82.98,1686.93,52.28,39.16
2000---2000-2-15.tsp---2000-597.tsp,morphed,7,2000,3600,66.31,186.75,144.1,33.86
2000---2000-2-15.tsp---2000-597.tsp,morphed,8,2000,3600,42.87,370.71,1515.32,46.9
2000---2000-2-15.tsp---2000-597.tsp,morphed,9,2000,3600,61.69,250.51,707.33,32.19
2000---2000-2-16.tsp---2000-306.tsp,morphed,0,2000,3600,47.98,3600,1194.52,36.17
2000---2000-2-16.tsp---2000-306.tsp,morphed,1,2000,3600,220.82,3600,411.7,34.57
2000---2000-2-16.tsp---2000-306.tsp,morphed,2,2000,3600,295.52,3600,1173.09,39.35
2000---2000-2-16.tsp---2000-306.tsp,morphed,3,2000,3600,38.29,3600,3600,3600
2000---2000-2-16.tsp---2000-306.tsp,morphed,4,2000,18.99,17.61,3600,43.43,37.32
2000---2000-2-16.tsp---2000-306.tsp,morphed,5,2000,3600,41.7,91.87,930.21,39.58
2000---2000-2-16.tsp---2000-306.tsp,morphed,6,2000,3600,43.02,3600,394.57,34.87
2000---2000-2-16.tsp---2000-306.tsp,morphed,7,2000,16.31,17.98,3600,3600,36.39
2000---2000-2-16.tsp---2000-306.tsp,morphed,8,2000,3600,136.53,3600,1163.37,39.51
2000---2000-2-16.tsp---2000-306.tsp,morphed,9,2000,3600,85.63,533.01,2038.15,3600
2000---2000-2-17.tsp---2000-721.tsp,morphed,0,2000,14.84,18.25,10.25,23.03,34.55
2000---2000-2-17.tsp---2000-721.tsp,morphed,1,2000,15.54,23.91,8.83,12.74,3600
2000---2000-2-17.tsp---2000-721.tsp,morphed,2,2000,14.72,15.72,14.4,7.34,33.44
2000---2000-2-17.tsp---2000-721.tsp,morphed,3,2000,17.95,16.17,7.78,10.92,3600
2000---2000-2-17.tsp---2000-721.tsp,morphed,4,2000,17.34,18.53,12.47,20.9,32.11
2000---2000-2-17.tsp---2000-721.tsp,morphed,5,2000,16.1,17.71,18.24,12.26,3600
2000---2000-2-17.tsp---2000-721.tsp,morphed,6,2000,17.85,18.99,6.96,15.06,30.63
2000---2000-2-17.tsp---2000-721.tsp,morphed,7,2000,15.93,22.05,11.76,12.02,31.56
2000---2000-2-17.tsp---2000-721.tsp,morphed,8,2000,18.66,15.37,11.85,17.47,30.18
2000---2000-2-17.tsp---2000-721.tsp,morphed,9,2000,16.37,18.25,5.64,6.79,34.13
2000---2000-2-18.tsp---2000-921.tsp,morphed,0,2000,15.5,17.06,10.17,18.25,32.89
2000---2000-2-18.tsp---2000-921.tsp,morphed,1,2000,15.69,23.04,27.2,22.57,35.84
2000---2000-2-18.tsp---2000-921.tsp,morphed,2,2000,16.2,22.74,17.6,15.51,3600
2000---2000-2-18.tsp---2000-921.tsp,morphed,3,2000,15.85,16.41,32.38,13.04,3600
2000---2000-2-18.tsp---2000-921.tsp,morphed,4,2000,19.32,16.34,6.62,6.14,33.41
2000---2000-2-18.tsp---2000-921.tsp,morphed,5,2000,16.63,15.82,46.23,7.6,43.12
2000---2000-2-18.tsp---2000-921.tsp,morphed,6,2000,18.45,20.16,9.89,15.39,39.03
2000---2000-2-18.tsp---2000-921.tsp,morphed,7,2000,20.94,19.98,42,25.4,44.31
2000---2000-2-18.tsp---2000-921.tsp,morphed,8,2000,20.34,16.55,13.03,13.79,41.88
2000---2000-2-18.tsp---2000-921.tsp,morphed,9,2000,18.13,15.71,16.33,9.13,29.23
2000---2000-2-19.tsp---2000-237.tsp,morphed,0,2000,3600,59.81,198.74,492.65,3600
2000---2000-2-19.tsp---2000-237.tsp,morphed,1,2000,3600,52.27,3600,78.46,3600
2000---2000-2-19.tsp---2000-237.tsp,morphed,2,2000,3600,42,526.11,351.62,37.93
2000---2000-2-19.tsp---2000-237.tsp,morphed,3,2000,3600,52.73,381.09,277.22,3600
2000---2000-2-19.tsp---2000-237.tsp,morphed,4,2000,3600,67.97,271.18,632.77,35.22
2000---2000-2-19.tsp---2000-237.tsp,morphed,5,2000,19.83,21.43,2409.83,459.49,3600
2000---2000-2-19.tsp---2000-237.tsp,morphed,6,2000,3600,46.97,112.17,163.14,46.75
2000---2000-2-19.tsp---2000-237.tsp,morphed,7,2000,23.19,26.64,82.92,30.35,107.74
2000---2000-2-19.tsp---2000-237.tsp,morphed,8,2000,18.79,17.17,94.62,597.12,48.98
2000---2000-2-19.tsp---2000-237.tsp,morphed,9,2000,3600,51.58,615.37,33.71,44.85
2000---2000-2-2.tsp---2000-553.tsp,morphed,0,2000,18.82,19.36,218.13,144.19,29.38
2000---2000-2-2.tsp---2000-553.tsp,morphed,1,2000,22.47,28.91,49.97,270.3,29.58
2000---2000-2-2.tsp---2000-553.tsp,morphed,2,2000,17.86,21.43,19.11,67.64,32.4
2000---2000-2-2.tsp---2000-553.tsp,morphed,3,2000,22.49,17.67,34.55,151.27,31.49
2000---2000-2-2.tsp---2000-553.tsp,morphed,4,2000,3600,90.3,110.66,162.78,30.5
2000---2000-2-2.tsp---2000-553.tsp,morphed,5,2000,18.68,16.91,46.25,46.22,33.06
2000---2000-2-2.tsp---2000-553.tsp,morphed,6,2000,18.1,29.49,100.13,40.03,3600
2000---2000-2-2.tsp---2000-553.tsp,morphed,7,2000,15.78,21.4,32.38,17.37,34.17
2000---2000-2-2.tsp---2000-553.tsp,morphed,8,2000,21.3,21.49,76.55,101.02,32.44
2000---2000-2-2.tsp---2000-553.tsp,morphed,9,2000,3600,39.37,17.14,12.45,33.61
2000---2000-2-20.tsp---2000-133.tsp,morphed,0,2000,19.76,22.4,2049.68,939.3,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,1,2000,22.15,20.75,950.12,50.21,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,2,2000,3600,49.81,22.32,25.9,35.84
2000---2000-2-20.tsp---2000-133.tsp,morphed,3,2000,3600,57.71,3600,165.9,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,4,2000,19.12,16.06,59.42,76.22,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,5,2000,20.94,19.81,50.79,389.2,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,6,2000,3600,65.71,144.75,181.32,44.68
2000---2000-2-20.tsp---2000-133.tsp,morphed,7,2000,22.43,19.43,92.42,53.62,3600
2000---2000-2-20.tsp---2000-133.tsp,morphed,8,2000,20.18,22.92,2083.03,406.02,40.45
2000---2000-2-20.tsp---2000-133.tsp,morphed,9,2000,19.4,21.79,35.92,516.39,45.78
2000---2000-2-21.tsp---2000-425.tsp,morphed,0,2000,3600,63.16,12.89,34.54,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,1,2000,3600,46.89,1762.98,371.75,39.39
2000---2000-2-21.tsp---2000-425.tsp,morphed,2,2000,19.72,22.21,292.58,167.62,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,3,2000,21.85,20.22,178.42,653.71,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,4,2000,18.16,16,314.12,351.58,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,5,2000,3600,77.24,80.45,19.12,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,6,2000,17.52,18.06,325.85,172.54,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,7,2000,15.42,20.57,40.21,338.55,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,8,2000,23.11,20.22,224.23,25.21,3600
2000---2000-2-21.tsp---2000-425.tsp,morphed,9,2000,16.76,19.73,65.05,392.29,3600
2000---2000-2-22.tsp---2000-276.tsp,morphed,0,2000,24.41,20.93,739.42,13.61,3600
2000---2000-2-22.tsp---2000-276.tsp,morphed,1,2000,20.14,20.37,1143.49,111.83,33.47
2000---2000-2-22.tsp---2000-276.tsp,morphed,2,2000,14.96,20.86,8.36,8.29,33.61
2000---2000-2-22.tsp---2000-276.tsp,morphed,3,2000,16.05,17.49,19.43,28.95,30.98
2000---2000-2-22.tsp---2000-276.tsp,morphed,4,2000,3600,43.5,3600,121.09,41.07
2000---2000-2-22.tsp---2000-276.tsp,morphed,5,2000,16.66,21.93,3600,227.91,33.57
2000---2000-2-22.tsp---2000-276.tsp,morphed,6,2000,18.45,18.51,16.29,9.6,34.47
2000---2000-2-22.tsp---2000-276.tsp,morphed,7,2000,18.33,20.42,3600,577.1,35.42
2000---2000-2-22.tsp---2000-276.tsp,morphed,8,2000,3600,37.14,7.22,2606.17,34.23
2000---2000-2-22.tsp---2000-276.tsp,morphed,9,2000,17.89,17.44,6.63,368.57,45.48
2000---2000-2-23.tsp---2000-122.tsp,morphed,0,2000,17.97,16.51,686.09,531.62,33.19
2000---2000-2-23.tsp---2000-122.tsp,morphed,1,2000,14.72,19.64,3012.56,480.98,44.43
2000---2000-2-23.tsp---2000-122.tsp,morphed,2,2000,20.08,19.58,530.89,2073.72,31.47
2000---2000-2-23.tsp---2000-122.tsp,morphed,3,2000,18.7,17.21,954.58,727.44,32.02
2000---2000-2-23.tsp---2000-122.tsp,morphed,4,2000,16.11,14.79,3600,2089.92,31.49
2000---2000-2-23.tsp---2000-122.tsp,morphed,5,2000,16.87,16.65,315.91,2698.07,30.93
